District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
1010,Colorado Springs 11,8902,Trailblazer Elementary School,E,PIKES PEAK REGION,Not Rural,,43.3,Improvement Plan: Meets 95% Participation,,
1010,Colorado Springs 11,5576,Twain Elementary School,E,PIKES PEAK REGION,Not Rural,,52.9,Improvement Plan: Meets 95% Participation,,2019 Denied request to reconsider
1010,Colorado Springs 11,9445,West Elementary School,E,PIKES PEAK REGION,Not Rural,,37.8,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2016 Approved request to reconsider
1010,Colorado Springs 11,9404,West Middle School,M,PIKES PEAK REGION,Not Rural,,67.1,Performance Plan: Meets 95% Participation,,
1010,Colorado Springs 11,9660,Wilson Elementary School,E,PIKES PEAK REGION,Not Rural,,45.2,Improvement Plan: Meets 95% Participation,,
1160,Cotopaxi RE-3,3220,Cotopaxi Elementary School,E,PIKES PEAK REGION,Small Rural,,47.5,Improvement Plan: Meets 95% Participation,,
1160,Cotopaxi RE-3,3228,Cotopaxi Junior-Senior High School,MH,PIKES PEAK REGION,Small Rural,,69.1,Performance Plan: Meets 95% Participation,,
2010,Creede School District,1966,Creede School,EMH,SOUTHWEST REGION,Small Rural,,64.2,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider
3010,Cripple Creek-Victor RE-1,9080,Cresson Elementary School,E,PIKES PEAK REGION,Small Rural,,42.5,Improvement Plan: Meets 95% Participation,,
3010,Cripple Creek-Victor RE-1,2024,Cripple Creek-Victor Junior-Senior High School,MH,PIKES PEAK REGION,Small Rural,,49.1,Improvement Plan: Low Participation,,2017 Approved request to reconsider
770,Crowley County RE-1-J,2054,Crowley County Elementary K-6,E,SOUTHEAST REGION,Small Rural,,33.8,Turnaround Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
770,Crowley County RE-1-J,2058,Crowley County Junior and Senior High School,MH,SOUTHEAST REGION,Small Rural,,57.8,Performance Plan: Meets 95% Participation,,
860,Custer County School District C-1,2088,Custer County Elementary School,E,PIKES PEAK REGION,Small Rural,,75.8,Performance Plan: Meets 95% Participation,,
860,Custer County School District C-1,2092,Custer County High School,H,PIKES PEAK REGION,Small Rural,,73.6,Performance Plan: Meets 95% Participation,,
860,Custer County School District C-1,2091,Custer Middle School,M,PIKES PEAK REGION,Small Rural,,73.8,Performance Plan: Meets 95% Participation,,
1980,De Beque 49JT,2126,De Beque PK-12 School District 49JT,EMH,WEST CENTRAL REGION,Small Rural,,62,Performance Plan: Meets 95% Participation,,
170,Deer Trail 26J,2136,Deer Trail Elementary School,E,NORTHEAST REGION,Small Rural,,49.4,Improvement Plan: Meets 95% Participation,,
170,Deer Trail 26J,2140,Deer Trail Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,Year 1,51.6,Improvement Plan: Low Participation,,2019 Approved request to reconsider
870,DELTA COUNTY 50(J),93,ACHIEVE BLENDED LEARNING ACADEMY,MH,,,,0,School Code Closed 2019-20,,"2016 New school, deferred to district rating; 2017, 2018 Insufficient state evidence, deferred to district rating"
870,Delta County 50(J),4182,Cedaredge Elementary School,E,WEST CENTRAL REGION,Rural,,71.6,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),1372,Cedaredge High School,H,WEST CENTRAL REGION,Rural,,67.3,Performance Plan: Meets 95% Participation,,2018 Approved request to reconsider
870,Delta County 50(J),1375,Cedaredge Middle School,M,WEST CENTRAL REGION,Rural,,61.2,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),2152,Delta Academy of Applied Learning,EM,WEST CENTRAL REGION,Rural,,80,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),2164,Delta High School,H,WEST CENTRAL REGION,Rural,,55.9,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),2160,Delta Middle School,M,WEST CENTRAL REGION,Rural,,56.2,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),3330,Garnet Mesa Elementary School,E,WEST CENTRAL REGION,Rural,,60.3,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),2155,Grand Mesa Choice Academy,MH,WEST CENTRAL REGION,Rural,Year 1,46.87,AEC: Priority Improvement Plan,Year 2 of Priority Improvement or Turnaround,
870,Delta County 50(J),4124,Hotchkiss Elementary School,EM,WEST CENTRAL REGION,Rural,,69.5,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
870,Delta County 50(J),4128,Hotchkiss High School,H,WEST CENTRAL REGION,Rural,,65.7,Performance Plan: Meets 95% Participation,,2018 Approved request to reconsider
870,Delta County 50(J),5154,Lincoln Elementary School,E,WEST CENTRAL REGION,Rural,,63.9,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),1952,North Fork Montessori @ Crawford,E,WEST CENTRAL REGION,Rural,,78.6,Performance Plan: Meets 95% Participation,,2018 Approved request to reconsider
870,Delta County 50(J),6295,North Fork School of Integrated Studies,E,WEST CENTRAL REGION,Rural,,62.5,Performance Plan: Low Participation,,"2016 Insufficient state evidence, deferred to district rating; 2019 Approved request to reconsider"
870,Delta County 50(J),6700,Paonia Elementary School,E,WEST CENTRAL REGION,Rural,,89.3,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),6708,Paonia High School,MH,WEST CENTRAL REGION,Rural,,64.2,Performance Plan: Meets 95% Participation,,
870,Delta County 50(J),2166,Vision Charter Academy,EMH,WEST CENTRAL REGION,Rural,,43.8,Improvement Plan: Low Participation,,2018 Approved request to reconsider
880,Denver County 1,2994,5280 High School,H,METRO REGION,Not Rural,,26.4,Turnaround Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2018 New school, deferred to district rating"
880,Denver County 1,10,Abraham Lincoln High School,H,METRO REGION,Not Rural,Year 4,41.4,Priority Improvement Plan: Low Participation,Year 5 of Priority Improvement or Turnaround,"2014, 2016, 2017 Deferred to district rating; 2019 Denied request to reconsider"
880,Denver County 1,6397,Academia Ana Marie Sandoval,E,METRO REGION,Not Rural,,60.8,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2016, 2018, 2019 Deferred to district rating"
880,Denver County 1,99,Academy 360,E,METRO REGION,Not Rural,,40.3,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2013 New school; 2014 Insufficient state evidence, deferred to district rating; 2016 Partially approved request to reconsider; 2017, 2019 Denied request to reconsider"
880,Denver County 1,67,Academy of Urban Learning,H,METRO REGION,Not Rural,Year 3,51.96,AEC: Improvement Plan,Year 3 On Watch,"2012, 2013, 2014, 2016, 2017 Deferred to district AEC rating"
880,Denver County 1,388,Asbury Elementary School,E,METRO REGION,Not Rural,,56.2,Improvement Plan: Meets 95% Participation,,"2016, 2018, 2019 Deferred to district rating"
880,Denver County 1,418,Ashley Elementary School,E,METRO REGION,Not Rural,,42.7,Improvement Plan: Meets 95% Participation,,"2012, 2016, 2018 Deferred to district rating; 2013 Denied request to reconsider; 2017 Partially Approved request to reconsider"
880,Denver County 1,520,Barnum Elementary School,E,METRO REGION,Not Rural,,66.6,Performance Plan: Meets 95% Participation,,"2012, 2014 Denied request to reconsider; 2017 Partially approved request to reconsider"
880,Denver County 1,650,Beach Court Elementary School,E,METRO REGION,Not Rural,,56.2,Improvement Plan: Meets 95% Participation,,"2014, 2016, 2019 Deferred to district rating"
880,Denver County 1,1077,Bear Valley International School,M,METRO REGION,Not Rural,,65.1,Improvement Plan: Meets 95% Participation,,"2016 New school, deferred to district rating; 2017, 2018, 2019 Deferred to district rating"
880,Denver County 1,964,Bradley International School,E,METRO REGION,Not Rural,,68.8,Performance Plan: Low Participation,,
880,Denver County 1,1056,Bromwell Elementary School,E,METRO REGION,Not Rural,,93.3,Performance Plan: Meets 95% Participation,,2017 Deferred to district rating
880,Denver County 1,1076,Brown International Academy,E,METRO REGION,Not Rural,,68.1,Improvement Plan: Meets 95% Participation,,"2012, 2017, 2018, 2019 Deferred to district rating"
880,Denver County 1,6350,Bruce Randolph School,MH,METRO REGION,Not Rural,,51.9,Improvement Plan: Meets 95% Participation,,"2012, 2013, 2017 Deferred to district rating"
880,Denver County 1,1106,Bryant Webster Dual Language ECE-8 School,EM,METRO REGION,Not Rural,,59.1,Performance Plan: Meets 95% Participation,,2016 Deferred to district rating
880,Denver County 1,1319,Career Education Center Early College,H,METRO REGION,Not Rural,,61.6,Improvement Plan: Meets 95% Participation,,2019 Deferred to district rating
880,Denver County 1,1324,Carson Elementary School,E,METRO REGION,Not Rural,,97.8,Performance Plan: Meets 95% Participation,,2018 Deferred to district rating
880,Denver County 1,9496,Castro Elementary School,E,METRO REGION,Not Rural,,44.6,Improvement Plan: Meets 95% Participation,,"2012 Denied request to reconsider; 2013, 2016 Deferred to district rating"
880,Denver County 1,1400,Centennial A School for Expeditionary Learning,E,METRO REGION,Not Rural,,51,Improvement Plan: Meets 95% Participation,,"2012, 2013, 2014, 2016, 2018 Deferred to district rating; 2017 Denied request to reconsider"
880,Denver County 1,3655,Center for Talent Development at Greenlee,E,METRO REGION,Not Rural,,62.1,Performance Plan: Meets 95% Participation,,"2010 New school, 2012, 2013, 2014, 2016, 2018 Deferred to district rating"
880,Denver County 1,7694,Charles M. Schenck (CMS) Community School,E,METRO REGION,Not Rural,,62.3,Performance Plan: Meets 95% Participation,,"2011, 2013, 2014 Deferred to district rating"
880,Denver County 1,1528,Cheltenham Elementary School,E,METRO REGION,Not Rural,,59.3,Improvement Plan: Meets 95% Participation,,"2010, 2013, 2014, 2019 Deferred to district rating"
880,Denver County 1,1785,Cole Arts and Science Academy,E,METRO REGION,Not Rural,Year 2,29.6,Turnaround Plan: Meets 95% Participation,Year 3 of Priority Improvement or Turnaround,"2012, 2017, 2019 Denied request to reconsider; 2013, 2018 Deferred to district rating"
880,Denver County 1,1774,Colfax Elementary School,E,METRO REGION,Not Rural,,44.7,Improvement Plan: Meets 95% Participation,,"2013 Deferred to district rating, 2014 Denied request to reconsider; 2017 Approved request to reconsider"
880,Denver County 1,1788,College View Elementary School,E,METRO REGION,Not Rural,,36.3,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2012, 2018, 2019 Denied request to reconsider; 2013, 2016 Deferred to district rating"
880,Denver County 1,1295,Collegiate Preparatory Academy,H,METRO REGION,Not Rural,Year 1,46.4,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,"2013, 2014, 2018, 2019 Deferred to district rating; 2017 Approved request to reconsider"
880,Denver County 1,1748,Colorado High School Charter,H,METRO REGION,Not Rural,,61.51,AEC: Performance Plan,,"2010, 2012, 2013, 2014, 2016, 2017 Deferred to district AEC rating"
880,Denver County 1,1561,Colorado High School Charter - GES,H,METRO REGION,Not Rural,Year 1,51.19,AEC: Improvement Plan,,"2017 New school, deferred to district rating; 2018 Approved request to reconsider"
880,Denver County 1,1816,Columbian Elementary School,E,METRO REGION,Not Rural,,35.1,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2012 Deferred to district rating, 2014 Denied request to reconsider"
880,Denver County 1,1846,Columbine Elementary School,E,METRO REGION,Not Rural,,43.2,Improvement Plan: Meets 95% Participation,,"2012, 2014, 2017 Deferred to district rating"
880,Denver County 1,1939,Compass Academy,M,METRO REGION,Not Rural,Year 3,47,Turnaround Plan: Meets 95% Participation,Year 4 of Priority Improvement or Turnaround,"2016, 2017, 2019 Deferred to district rating"
880,Denver County 1,1489,Compassion Road Academy,H,METRO REGION,Not Rural,Year 1,65.37,AEC: Performance Plan,,"2013 New school, 2014 Insufficient state evidence, deferred to district rating; 2016, 2017 Deferred to district AEC rating; 2018 Denied request to reconsider"
880,Denver County 1,5844,Contemporary Learning Academy,H,METRO REGION,Not Rural,Year 1,50.84,AEC: Improvement Plan,,"2011, 2012, 2013, 2014, 2016, 2017 Deferred to district AEC rating; 2018 Denied request to reconsider"
880,Denver County 1,1908,Cory Elementary School,E,METRO REGION,Not Rural,,94.8,Performance Plan: Meets 95% Participation,,
880,Denver County 1,1928,Cowell Elementary School,E,METRO REGION,Not Rural,,63.3,Improvement Plan: Meets 95% Participation,,"2016, 2018, 2019 Deferred to district rating"
880,Denver County 1,3698,Creativity Challenge Community,E,METRO REGION,Not Rural,,84.6,Performance Plan: Meets 95% Participation,,"2012 New school, 2013 Insufficient state evidence, deferred to district rating"
880,Denver County 1,2205,DCIS at Ford,E,METRO REGION,Not Rural,,46.3,Improvement Plan: Meets 95% Participation,,"2012 Insufficient state evidence, 2012, 2014 deferred to district rating; 2019 Denied request to reconsider"
880,Denver County 1,2209,DCIS at Montbello,MH,METRO REGION,Not Rural,Year 2,45.5,Priority Improvement Plan: Low Participation,Year 3 of Priority Improvement or Turnaround,"2012 Denied request to reconsider; 2017, 2018, 2019 Deferred to district rating"
880,Denver County 1,3699,Delta High School,H,METRO REGION,Not Rural,Year 1,66.86,AEC: Performance Plan,,"2017 New school, deferred to district rating; 2018 Approved request to reconsider"
880,Denver County 1,2174,Denison Montessori School,E,METRO REGION,Not Rural,,67.3,Performance Plan: Meets 95% Participation,,2016 Deferred to district rating
880,Denver County 1,2188,Denver Center for 21st-Century Learning at Wyman,MH,METRO REGION,Not Rural,,54.31,AEC: Improvement Plan,,"2012, 2013, 2014, 2016, 2017 Deferred to district AEC rating"
880,Denver County 1,2183,Denver Center for International Studies,MH,METRO REGION,Not Rural,Year 1,60,Turnaround Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,"2017, 2018, 2019 Deferred to district rating"
880,Denver County 1,2129,Denver Center for International Studies at Fairmon,E,METRO REGION,Not Rural,,39.7,Turnaround Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2013 New school, deferred to district rating; 2014 Denied request to reconsider; 2017 Approved request to reconsider; 2016, 2018, 2019 Deferred to district rating"
880,Denver County 1,2227,Denver Discovery School,M,METRO REGION,Not Rural,Year 1,50.8,Turnaround Plan: Low Participation,Year 2 of Priority Improvement or Turnaround,"2014 New school, deferred to district rating; 2017, 2018, 2019 Deferred to district rating"
880,Denver County 1,2176,Denver Green School Northfield,M,METRO REGION,Not Rural,,,Performance Plan,,"2019 New school, deferred to district rating"
880,Denver County 1,2125,Denver Green School Southeast,EM,METRO REGION,Not Rural,,74.7,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating"
880,Denver County 1,4494,Denver Justice High School,H,METRO REGION,Not Rural,Year 1,52.12,AEC: Improvement Plan,,"2010, 2011, 2012, 2013, 2014, 2016, 2017 Deferred to district AEC rating; 2018 Denied request to reconsider"
880,Denver County 1,2127,Denver Language School,EM,METRO REGION,Not Rural,,90.5,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating"
880,Denver County 1,2167,Denver Montessori Junior/Senior High School,MH,METRO REGION,Not Rural,Year 1,53.2,Turnaround Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,"2013 New school, 2013, 2014, 2018, 2019 deferred to district rating"
880,Denver County 1,6509,Denver Online High School,H,METRO REGION,Not Rural,Year 1,43.3,Improvement Plan: Low Participation,,"2010 Deferred to district rating; 2012, 2017, 2018, 2019 Denied request to reconsider"
880,Denver County 1,2241,Denver School of Innovation and Sustainable Design,H,METRO REGION,Not Rural,,61.6,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2018, 2019 Deferred to district rating"
880,Denver County 1,2184,Denver School of the Arts,MH,METRO REGION,Not Rural,,87.6,Performance Plan: Meets 95% Participation,,
880,Denver County 1,6088,Dora Moore ECE-8 School,EM,METRO REGION,Not Rural,,75.2,Performance Plan: Meets 95% Participation,,"2010, 2014 Deferred to district rating"
880,Denver County 1,2258,Doull Elementary School,E,METRO REGION,Not Rural,,38.6,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,"2018, 2019 Denied request to reconsider"
880,Denver County 1,2207,Downtown Denver Expeditionary School,E,METRO REGION,Not Rural,,52.9,Improvement Plan: Meets 95% Participation,,"2013 New school, deferred to district rating; 2014, 2016 Insufficient state evidence, deferred to district rating; 2017, 2018 Deferred to district rating"
