CAD Incident Number,Response Date,CAD Problem,Latitude,Longitude,Report Date,RMS Call Nature
SUPD200713-024505,7/13/2020,DISTUS-Disturbance,39.934068,-105.154633,7/13/2020,MUNI SUP
SUPD200713-024550,7/13/2020,THEFTS-Theft,39.955959,-105.165238,7/13/2020,MUNI SUP
SUPD200714-024668,7/14/2020,BURGLS-Burglary,39.929906,-105.145429,7/14/2020,MUNI SUP
SUPD200715-024876,7/15/2020,THEFTS-Theft,39.928969,-105.150233,7/15/2020,MUNI SUP
SUPD200716-024976,7/16/2020,THEFTS-Theft,39.955959,-105.165238,7/16/2020,MUNI SUP
SUPD200720-025628,7/20/2020,THEFTS-Theft,39.958193,-105.170160,7/21/2020,MUNI SUP
SUPD200720-025628,7/20/2020,THEFTS-Theft,39.958193,-105.170160,7/21/2020,MUNI SUP
SUPD200721-025695,7/21/2020,FOLLOS-Follow-Up,39.955945,-105.165684,7/21/2020,MUNI SUP
SUPD200723-026085,7/23/2020,NOISES-Noise,39.916140,-105.162334,7/23/2020,MUNI SUP
SUPD200724-026115,7/24/2020,THEFTS-Theft,39.955233,-105.165770,7/24/2020,MUNI SUP
SUPD200729-026906,7/29/2020,LOPROS-Lost Property,39.931072,-105.144362,7/29/2020,MUNI SUP
SUPD200804-027629,8/4/2020,DISTUS-Disturbance,39.954887,-105.163349,8/4/2020,MUNI SUP
SUPD200810-028468,8/10/2020,TRSTOS-Traffic Stop,39.935546,-105.153539,8/10/2020,MUNI SUP
SUPD200810-028586,8/10/2020,ASSAUS-Assault,39.955959,-105.165238,8/10/2020,MUNI SUP
SUPD200811-028693,8/11/2020,THEFTS-Theft,39.957646,-105.172861,8/11/2020,MUNI SUP
SUPD200812-028810,8/12/2020,THEFTS-Theft,39.954887,-105.163349,8/12/2020,MUNI SUP
SUPD200816-029494,8/16/2020,FRAUDS-Fraud,39.955959,-105.165238,8/16/2020,MUNI SUP
SUPD200819-029907,8/19/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,8/19/2020,MUNI SUP
SUPD200820-030015,8/20/2020,FRAUDS-Fraud,39.955959,-105.165238,8/20/2020,MUNI SUP
SUPD200825-030646,8/25/2020,FRAUDS-Fraud,39.955959,-105.165238,8/25/2020,MUNI SUP
SUPD200826-030707,8/26/2020,HARASS-Harassment,39.956609,-105.176446,8/26/2020,MUNI SUP
SUPD200827-030930,8/27/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,8/27/2020,MUNI SUP
SUPD200828-031066,8/28/2020,FRAUDS-Fraud,39.955959,-105.165238,8/28/2020,MUNI SUP
SUPD200831-031424,8/31/2020,THEFTS-Theft,39.958193,-105.170160,8/31/2020,MUNI SUP
SUPD200831-031424,8/31/2020,THEFTS-Theft,39.958193,-105.170160,8/31/2020,MUNI SUP
SUPD200904-032026,9/4/2020,FRAUDS-Fraud,39.955959,-105.165238,9/4/2020,MUNI SUP
SUPD200904-032068,9/4/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,9/4/2020,MUNI SUP
SUPD200907-032380,9/7/2020,THEFTS-Theft,39.955959,-105.165238,9/7/2020,MUNI SUP
SUPD200907-032415,9/7/2020,INEXPS-Indecent Exposure,39.945053,-105.163686,9/7/2020,MUNI SUP
SUPD200909-032675,9/9/2020,HRACCS-Hit and Run,39.928969,-105.150233,9/9/2020,MUNI SUP
SUPD200911-032938,9/11/2020,LILAWS-Liquor Law Violations,39.939609,-105.163944,9/11/2020,MUNI SUP
SUPD200922-034460,9/22/2020,NOISES-Noise,39.922142,-105.155659,9/22/2020,MUNI SUP
SUPD200926-034952,9/26/2020,THEFTS-Theft,39.958193,-105.170160,9/26/2020,MUNI SUP
SUPD200929-035256,9/29/2020,CRMISS-Criminal Mischief,39.930625,-105.144246,9/29/2020,MUNI SUP
SUPD200930-035355,9/30/2020,CRMISS-Criminal Mischief,39.946328,-105.151608,9/30/2020,MUNI SUP
SUPD201002-035721,10/2/2020,LILAWS-Liquor Law Violations,39.958193,-105.170160,10/2/2020,MUNI SUP
SUPD201010-036753,10/10/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,10/10/2020,MUNI SUP
SUPD201015-037458,10/15/2020,ASSAUS-Assault,39.958193,-105.170160,10/15/2020,MUNI SUP
SUPD201019-037904,10/19/2020,THEFTS-Theft,39.955959,-105.165238,10/19/2020,MUNI SUP
SUPD201022-038295,10/22/2020,SUSPIS-Suspicious,39.953065,-105.169437,10/22/2020,MUNI SUP
SUPD201024-038535,10/24/2020,CRMISS-Criminal Mischief,39.959692,-105.171693,10/24/2020,MUNI SUP
SUPD201027-038791,10/27/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,10/27/2020,MUNI SUP
SUPD201030-039132,10/30/2020,THEFTS-Theft,39.942525,-105.149829,10/30/2020,MUNI SUP
SUPD201110-040508,11/10/2020,THEFTS-Theft,39.954887,-105.163349,11/10/2020,MUNI SUP
SUPD201127-042446,11/27/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,11/27/2020,MUNI SUP
SUPD201214-044198,12/14/2020,TRSTOS-Traffic Stop,39.951456,-105.168057,12/14/2020,MUNI SUP
SUPD201215-044413,12/15/2020,THEFTS-Theft,39.958193,-105.170160,12/15/2020,MUNI SUP
SUPD201217-044664,12/17/2020,THEFTS-Theft,39.959875,-105.172024,12/17/2020,MUNI SUP
SUPD201218-044709,12/18/2020,THEFTS-Theft,39.955959,-105.165238,12/18/2020,MUNI SUP
SUPD201218-044729,12/18/2020,THEFTS-Theft,39.959875,-105.172024,12/18/2020,MUNI SUP
SUPD201221-045076,12/21/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,12/21/2020,MUNI SUP
SUPD201230-045874,12/30/2020,THEFTS-Theft,39.939647,-105.141455,12/30/2020,MUNI SUP
BCSO200308-009327,3/8/2020,SUSPIS-Suspicious,39.963458,-105.178961,3/8/2020,MVRLSO*
BCSO200515-016281,5/15/2020,SUSPIS-Suspicious,39.953256,-105.232617,5/15/2020,MVRLSO*
BCSO200525-017802,5/25/2020,OAAS-Other Agency Assist,39.955485,-105.229721,5/25/2020,MVRLSO*
BCSO200619-021240,6/19/2020,AUTHES-Auto Theft,40.073746,-105.182358,6/19/2020,MVRLSO*
BCSO200625-022001,6/25/2020,AUTHES-Auto Theft,40.000090,-105.212797,6/25/2020,MVRLSO*
SUPD200701-022725,7/1/2020,TRSTOS-Traffic Stop,39.916544,-105.158040,7/1/2020,MVRLSO*
BCSO200707-023684,7/7/2020,OAAS-Other Agency Assist,40.087513,-105.055444,7/7/2020,MVRLSO*
BCSO200720-025583,7/20/2020,PARKIS-Abandoned/Parking,40.206208,-105.104414,7/20/2020,MVRLSO*
BCSO200815-029239,8/15/2020,SUSPIS-Suspicious,40.122266,-105.149684,8/15/2020,MVRLSO*
BCSO200823-030376,8/23/2020,PARKIS-Abandoned/Parking,40.217748,-105.083623,8/23/2020,MVRLSO*
BCSO200824-030441,8/24/2020,SUSPIS-Suspicious,39.934403,-105.453267,8/24/2020,MVRLSO*
BCSO200827-030868,8/27/2020,OAAS-Other Agency Assist,39.939274,-105.196917,8/27/2020,MVRLSO*
SUPD200902-031682,9/2/2020,OAAS-Other Agency Assist,39.957628,-105.170238,9/2/2020,MVRLSO*
SUPD200917-033638,9/17/2020,SUSPIS-Suspicious,39.954887,-105.163349,9/17/2020,MVRLSO*
BCSO200921-034263,9/21/2020,AUTHES-Auto Theft,40.116221,-105.125288,9/21/2020,MVRLSO*
SUPD201028-038821,10/28/2020,FOLLOS-Follow-Up,39.948195,-105.152365,10/27/2020,MVRLSO*
SUPD201115-041006,11/15/2020,OAAS-Other Agency Assist,39.955653,-105.169709,11/15/2020,MVRLSO*
BCSO201120-041621,11/20/2020,PARKIS-Abandoned/Parking,40.134307,-105.206806,11/20/2020,MVRLSO*
BCSO201203-043011,12/3/2020,PARKIS-Abandoned/Parking,39.957876,-105.086042,12/3/2020,MVRLSO*
LYPD201216-044545,12/16/2020,SUSPIS-Suspicious,40.220046,-105.257827,12/16/2020,MVRLSO*
BCSO200704-023281,7/4/2020,NOISES-Noise,39.921942,-105.379134,7/4/2020,NOISE VIOL
LYPD200718-025343,7/18/2020,NOISES-Noise,40.222616,-105.265102,7/18/2020,NOISE VIOL
LYPD200808-028277,8/8/2020,NOISES-Noise,40.222616,-105.265102,8/8/2020,NOISE VIOL
BCSO200820-029926,8/20/2020,NOISES-Noise,39.932582,-105.279079,8/20/2020,NOISE VIOL
BCSO200321-010901,3/21/2020,NOISES-Noise,40.061080,-105.211670,3/21/2020,NOISE*
LYPD200525-017867,5/25/2020,NOISES-Noise,40.222616,-105.265102,5/25/2020,NOISE*
BCSO200809-028395,8/9/2020,NOISES-Noise,40.058725,-105.163232,8/10/2020,NOISE*
BCSO200818-029755,8/18/2020,NOISES-Noise,40.205115,-105.138870,8/18/2020,NOISE*
BCSO201231-046065,12/31/2020,HARASS-Harassment,40.067414,-105.200967,12/31/2020,NOISE*
BCSO200125-003345,1/25/2020,PECONS-Pedestrian Contact,40.195494,-105.178052,1/25/2020,OBSTRUCT
BCSO200501-014793,5/1/2020,TRESPS-Trespassing,40.038352,-105.211459,5/1/2020,OBSTRUCT
BCSO200110-001347,1/10/2020,FRAUDS-Fraud,40.098920,-105.145583,1/10/2020,OTHERFEL
BCSO200216-006479,2/16/2020,PECONS-Pedestrian Contact,40.164772,-105.110231,2/16/2020,OTHERFEL
BCSO200219-006925,2/19/2020,ASSISS-Assist,39.998230,-105.145203,2/19/2020,OTHERFEL
BCSO200310-009541,3/10/2020,TRSTOS-Traffic Stop,40.183203,-105.132064,3/10/2020,OTHERFEL
BCSO200404-012133,4/4/2020,THEFTS-Theft,40.090955,-105.344676,4/4/2020,OTHERFEL
BCSO200526-017944,5/26/2020,LITTES-Littering,40.029240,-105.055371,5/26/2020,OTHERFEL
LYPD200613-020546,6/13/2020,DISTUS-Disturbance,40.228199,-105.266345,6/13/2020,OTHERFEL
BCSO200722-025961,7/22/2020,DISTUS-Disturbance,40.159872,-105.205990,7/22/2020,OTHERFEL
BCSO200724-026230,7/24/2020,TRESPS-Trespassing,40.159699,-105.075360,7/24/2020,OTHERFEL
BCSO201009-036554,10/9/2020,FOLLOS-Follow-Up,40.101619,-105.165647,10/8/2020,OTHERFEL
BCSO201013-037140,10/13/2020,SUSPIS-Suspicious,39.969540,-105.236511,10/13/2020,OTHERFEL
BCSO201121-041768,11/21/2020,THEFTS-Theft,39.949337,-105.534849,11/21/2020,OTHERFEL
BCSO201124-042151,11/24/2020,DISTUS-Disturbance,40.153993,-105.202020,11/24/2020,OTHERFEL
BCSO201127-042392,11/27/2020,DISTUS-Disturbance,39.993031,-105.178556,11/27/2020,OTHERFEL
BCSO201130-042636,11/30/2020,UNKNOS-Unknown,40.188130,-105.151462,11/30/2020,OTHERFEL
BCSO201207-043518,12/7/2020,FOLLOS-Follow-Up,40.023906,-105.224004,12/7/2020,OTHERFEL
BCSO201228-045705,12/28/2020,DISTUS-Disturbance,39.993031,-105.178556,12/28/2020,OTHERFEL
BCSO201231-046027,12/31/2020,THEFTS-Theft,40.052015,-105.185950,12/31/2020,OTHERFEL
BCSO201231-046051,12/31/2020,FRAUDS-Fraud,40.208922,-105.108733,12/30/2020,OTHERFEL
BCSO200124-003127,1/24/2020,FRAUDS-Fraud,40.063335,-105.182048,1/24/2020,OTHERMISD
SUPD200131-004174,1/31/2020,TRSTOS-Traffic Stop,39.913739,-105.206339,1/31/2020,OTHERMISD
BCSO200212-005929,2/12/2020,NARCOS-Drug Violation,40.014664,-105.198334,2/12/2020,OTHERMISD
BCSO200221-007161,2/21/2020,FOLLOS-Follow-Up,40.034394,-105.233819,2/21/2020,OTHERMISD
BCSO200413-013018,4/13/2020,FOLLOS-Follow-Up,40.040621,-105.385381,4/13/2020,OTHERMISD
BCSO200522-017324,5/22/2020,CRMISS-Criminal Mischief,40.006827,-105.501549,5/22/2020,OTHERMISD
BCSO200601-018830,6/1/2020,CRMISS-Criminal Mischief,40.096978,-105.453646,6/1/2020,OTHERMISD
BCSO200611-020137,6/11/2020,TRSTOS-Traffic Stop,40.004065,-105.292191,6/11/2020,OTHERMISD
BCSO200710-024033,7/10/2020,INEXPS-Indecent Exposure,40.131572,-105.502829,7/10/2020,OTHERMISD
BCSO200810-028600,8/10/2020,TRSTOS-Traffic Stop,40.016580,-105.275581,8/10/2020,OTHERMISD
BCSO200812-028766,8/12/2020,CRMISS-Criminal Mischief,40.204072,-105.522629,8/12/2020,OTHERMISD
BCSO201002-035706,10/2/2020,FRAUDS-Fraud,40.052797,-105.413777,10/2/2020,OTHERMISD
BCSO201030-039178,10/30/2020,SHOTSS-Shots Heard,40.158121,-105.461454,10/30/2020,OTHERMISD
BCSO200416-013309,4/16/2020,SHOTSS-Shots Heard,39.961211,-105.200530,4/16/2020,PARKS VIOL
BCSO200521-017218,5/21/2020,CRMISS-Criminal Mischief,40.106599,-105.154254,5/21/2020,PARKS VIOL
BCSO201118-041383,11/18/2020,SHOTSS-Shots Heard,40.025007,-105.424889,11/18/2020,PARKS VIOL
BCSO201027-038793,10/27/2020,TRESPS-Trespassing,40.203191,-105.110550,10/27/2020,PROB VIOL
BCSO200112-001543,1/12/2020,SUSPIS-Suspicious,40.061999,-105.119746,1/12/2020,RECK ENDA
BCSO200127-003495,1/27/2020,REENDS-Reckless Endagerment,40.050189,-105.108037,1/27/2020,RECK ENDA
BCSO200519-016849,5/19/2020,REENDS-Reckless Endagerment,40.060845,-105.206875,5/19/2020,RECK ENDA
BCSO200616-020855,6/16/2020,WEAPOS-Weapon,40.062500,-105.201803,6/16/2020,RECK ENDA
BCSO200621-021525,6/21/2020,REENDS-Reckless Endagerment,40.218025,-105.063223,6/21/2020,RECK ENDA
BCSO200710-024148,7/10/2020,PECONS-Pedestrian Contact,40.029231,-105.227599,7/10/2020,RECK ENDA
BCSO200715-024863,7/15/2020,CRMISS-Criminal Mischief,40.138265,-105.055405,7/15/2020,RECK ENDA
BCSO200821-030165,8/21/2020,FOLLOS-Follow-Up,40.210887,-105.083622,8/21/2020,RECK ENDA
BCSO201125-042220,11/25/2020,SHOTSS-Shots Heard,40.210887,-105.083622,11/25/2020,RECK ENDA
BCSO200122-002785,1/22/2020,ROBBES-Robbery,40.115590,-105.160874,1/22/2020,ROBBERY
BCSO200502-014834,5/2/2020,WEAPOS-Weapon,40.001168,-105.290757,5/2/2020,ROBBERY
BCSO201014-037334,10/14/2020,ASSAUS-Assault,40.003674,-105.402517,10/14/2020,ROBBERY
SUPD201101-039315,11/1/2020,ASSAUS-Assault,39.934678,-105.140247,11/1/2020,ROBBERY
SUPD201108-040314,11/8/2020,THEFTS-Theft,39.958193,-105.170160,11/8/2020,ROBBERY
BCSO200104-000459,1/4/2020,TRSTOS-Traffic Stop,40.029175,-105.240020,1/4/2020,"SCH1,2 POS"
SUPD200111-001416,1/11/2020,DISTUS-Disturbance,39.939617,-105.141524,1/11/2020,"SCH1,2 POS"
BCSO200118-002345,1/18/2020,DUIS-Driving Under Influence,40.145074,-105.282241,1/18/2020,"SCH1,2 POS"
BCSO200130-004015,1/30/2020,SUSPIS-Suspicious,39.993581,-105.060713,1/30/2020,"SCH1,2 POS"
BCSO200205-004969,2/5/2020,NARCOS-Drug Violation,40.014664,-105.198334,2/5/2020,"SCH1,2 POS"
BCSO200221-007079,2/21/2020,NARCOS-Drug Violation,40.014664,-105.198334,2/21/2020,"SCH1,2 POS"
BCSO200328-011473,3/28/2020,SUSPIS-Suspicious,40.204009,-105.135611,3/28/2020,"SCH1,2 POS"
BCSO200404-012146,4/4/2020,DUIS-Driving Under Influence,40.128476,-105.292501,4/4/2020,"SCH1,2 POS"
BCSO200512-015966,5/12/2020,NARCOS-Drug Violation,40.032827,-105.255126,3/18/2020,"SCH1,2 POS"
BCSO200513-016072,5/13/2020,SUSPIS-Suspicious,40.011029,-105.137741,5/13/2020,"SCH1,2 POS"
BCSO200605-019520,6/5/2020,INACCS-Injury/Rollover Acciden,39.952770,-105.393202,6/5/2020,"SCH1,2 POS"
BCSO200708-023797,7/8/2020,NARCOS-Drug Violation,40.073591,-105.191906,7/8/2020,"SCH1,2 POS"
SUPD200717-025097,7/17/2020,NARCOS-Drug Violation,39.931786,-105.160537,7/17/2020,"SCH1,2 POS"
BCSO200921-034264,9/21/2020,ASSISS-Assist,40.013941,-105.287225,9/21/2020,"SCH1,2 POS"
BCSO200929-035269,9/29/2020,TRSTOS-Traffic Stop,40.160231,-105.102538,9/29/2020,"SCH1,2 POS"
BCSO200115-002008,1/15/2020,NARCOS-Drug Violation,40.008689,-105.277433,1/15/2020,"SCH1,2 S/M"
BCSO200128-003746,1/28/2020,INFORS-Information,40.000014,-105.235207,1/28/2020,"SCH1,2 S/M"
BCSO200219-006878,2/19/2020,NARCOS-Drug Violation,39.984092,-105.246387,2/14/2020,"SCH1,2 S/M"
BCSO200305-008873,3/5/2020,NARCOS-Drug Violation,40.011536,-105.279187,3/5/2020,"SCH1,2 S/M"
BCSO200317-010399,3/17/2020,NARCOS-Drug Violation,40.188719,-105.095649,2/27/2020,"SCH1,2 S/M"
BCSO200402-011922,4/2/2020,NARCOS-Drug Violation,40.034394,-105.233819,4/1/2020,"SCH1,2 S/M"
BCSO200701-022833,7/1/2020,INFORS-Information,40.029228,-105.230459,7/1/2020,"SCH1,2 S/M"
BCSO200731-027157,7/31/2020,NARCOS-Drug Violation,39.984412,-105.257479,7/31/2020,"SCH1,2 S/M"
BCSO200826-030731,8/26/2020,NARCOS-Drug Violation,40.036466,-105.258447,8/26/2020,"SCH1,2 S/M"
BCSO200910-032764,9/10/2020,NARCOS-Drug Violation,40.015440,-105.263589,9/10/2015,"SCH1,2 S/M"
BCSO201014-037324,10/14/2020,INFORS-Information,40.003584,-105.268062,10/14/2020,"SCH1,2 S/M"
BCSO201104-039725,11/4/2020,NARCOS-Drug Violation,40.003731,-105.255714,11/4/2020,"SCH1,2 S/M"
BCSO201118-041399,11/18/2020,SUSPIS-Suspicious,40.161868,-105.103835,11/18/2020,"SCH1,2 S/M"
BCSO200211-005796,2/11/2020,FOLLOS-Follow-Up,39.970726,-105.486352,2/11/2020,"SCH3,4 POS"
SUPD200529-018438,5/29/2020,TRSTOS-Traffic Stop,39.924234,-105.156387,5/29/2020,"SCH3,4 POS"
BCSO200415-013206,4/15/2020,DUIS-Driving Under Influence,40.103455,-105.137320,4/15/2020,"SCH3,4 S/M"
BCSO200716-024954,7/16/2020,INFORS-Information,40.007930,-105.281142,7/15/2020,"SCH3,4 S/M"
BCSO201202-042951,12/2/2020,NARCOS-Drug Violation,40.029203,-105.249426,12/2/2020,"SCH3,4 S/M"
BCSO200110-001363,1/10/2020,CRMISS-Criminal Mischief,40.067016,-105.201811,1/10/2020,TAMPERING
BCSO200219-006821,2/19/2020,CRMISS-Criminal Mischief,40.067016,-105.201811,2/19/2020,TAMPERING
BCSO200309-009411,3/9/2020,CRMISS-Criminal Mischief,40.101695,-105.143498,3/9/2020,TAMPERING
LYPD200323-011043,3/23/2020,CRMISS-Criminal Mischief,40.219428,-105.265390,3/23/2020,TAMPERING
LYPD200406-012297,4/6/2020,CRMISS-Criminal Mischief,40.219428,-105.265390,4/6/2020,TAMPERING
BCSO200410-012681,4/10/2020,THEFTS-Theft,39.964505,-105.190136,4/10/2020,TAMPERING
BCSO200430-014597,4/30/2020,CRMISS-Criminal Mischief,40.058016,-105.173930,4/30/2020,TAMPERING
BCSO200824-030496,8/24/2020,THEFTS-Theft,40.086802,-105.304214,8/24/2020,TAMPERING
BCSO200826-030717,8/26/2020,TRESPS-Trespassing,40.066046,-105.515190,8/25/2020,TAMPERING
LYPD201101-039368,11/1/2020,CRMISS-Criminal Mischief,40.217123,-105.263735,11/1/2020,TAMPERING
BCSO201108-040246,11/8/2020,TRESPS-Trespassing,40.014027,-105.301249,11/8/2020,TAMPERING
BCSO201108-040287,11/8/2020,THEFTS-Theft,39.992358,-105.065408,11/8/2020,TAMPERING
BCSO200101-000112,1/1/2020,FRAUDS-Fraud,39.972567,-105.428525,1/1/2020,THEFT FEL
BCSO200103-000334,1/3/2020,THEFTS-Theft,39.949698,-105.503838,1/3/2020,THEFT FEL
BCSO200117-002292,1/17/2020,THEFTS-Theft,40.086151,-105.342301,1/17/2020,THEFT FEL
SUPD200126-003389,1/26/2020,THEFTS-Theft,39.957646,-105.172861,1/26/2020,THEFT FEL
BCSO200126-003432,1/26/2020,THEFTS-Theft,40.092089,-105.145882,1/27/2020,THEFT FEL
BCSO200203-004744,2/3/2020,THEFTS-Theft,40.053340,-105.131206,2/3/2020,THEFT FEL
BCSO200210-005705,2/10/2020,FRAUDS-Fraud,40.051029,-105.319005,2/18/2020,THEFT FEL
BCSO200214-006240,2/14/2020,HARASS-Harassment,40.188699,-105.166102,2/14/2020,THEFT FEL
BCSO200224-007433,2/24/2020,CRMISS-Criminal Mischief,40.088934,-105.182008,2/24/2020,THEFT FEL
SUPD200303-008445,3/3/2020,THEFTS-Theft,39.955924,-105.169715,3/3/2020,THEFT FEL
SUPD200307-009133,3/7/2020,FRAUDS-Fraud,39.957603,-105.168429,3/7/2020,THEFT FEL
LYPD200309-009413,3/9/2020,FOLLOS-Follow-Up,40.223146,-105.265726,3/10/2020,THEFT FEL
BCSO200314-010047,3/14/2020,BURGLS-Burglary,40.159819,-105.068677,3/14/2020,THEFT FEL
BCSO200321-010823,3/21/2020,THEFTS-Theft,40.231718,-105.270909,3/20/2020,THEFT FEL
BCSO200321-010839,3/21/2020,THEFTS-Theft,39.995828,-105.173115,3/21/2020,THEFT FEL
BCSO200331-011727,3/31/2020,FRAUDS-Fraud,40.018441,-105.423136,3/31/2020,THEFT FEL
LYPD200401-011902,4/1/2020,FRAUDS-Fraud,40.219262,-105.265349,4/1/2020,THEFT FEL
BCSO200409-012608,4/9/2020,FRAUDS-Fraud,40.132057,-105.287267,4/9/2020,THEFT FEL
BCSO200414-013087,4/14/2020,FRAUDS-Fraud,40.056221,-105.224063,4/14/2020,THEFT FEL
BCSO200417-013335,4/17/2020,FRAUDS-Fraud,40.073577,-105.184730,4/17/2020,THEFT FEL
SUPD200417-013400,4/17/2020,THEFTS-Theft,39.958193,-105.170160,4/17/2020,THEFT FEL
SUPD200419-013541,4/19/2020,THEFTS-Theft,39.959875,-105.172024,4/19/2020,THEFT FEL
BCSO200422-013805,4/22/2020,THEFTS-Theft,40.064014,-105.074480,4/22/2020,THEFT FEL
BCSO200506-015322,5/6/2020,THEFTS-Theft,39.959959,-105.058062,5/6/2020,THEFT FEL
BCSO200507-015372,5/7/2020,BURGLS-Burglary,40.016757,-105.206696,5/7/2020,THEFT FEL
BCSO200508-015487,5/8/2020,BURGLS-Burglary,40.016790,-105.206696,5/8/2020,THEFT FEL
BCSO200512-015984,5/12/2020,THEFTS-Theft,40.007192,-105.348738,5/12/2020,THEFT FEL
LYPD200514-016189,5/14/2020,FRAUDS-Fraud,40.220995,-105.263050,5/14/2020,THEFT FEL
BCSO200519-016933,5/19/2020,CRTRES-Criminal Trespass,40.006827,-105.501549,5/19/2020,THEFT FEL
BCSO200526-017967,5/26/2020,FRAUDS-Fraud,40.021380,-105.164127,5/26/2020,THEFT FEL
BCSO200530-018572,5/30/2020,FOLLOS-Follow-Up,40.104912,-105.259476,5/30/2020,THEFT FEL
SUPD200601-018871,6/1/2020,THEFTS-Theft,39.933124,-105.160720,6/2/2020,THEFT FEL
BCSO200604-019347,6/4/2020,THEFTS-Theft,40.206213,-105.105656,6/4/2020,THEFT FEL
BCSO200620-021384,6/20/2020,THEFTS-Theft,40.005798,-105.345703,6/20/2020,THEFT FEL
BCSO200626-022065,6/26/2020,FRAUDS-Fraud,40.212409,-105.244422,6/26/2020,THEFT FEL
BCSO200628-022365,6/28/2020,FRAUDS-Fraud,40.102323,-105.167872,6/28/2020,THEFT FEL
SUPD200706-023478,7/6/2020,THEFTS-Theft,39.948636,-105.158615,7/6/2020,THEFT FEL
BCSO200706-023549,7/6/2020,AUTHES-Auto Theft,40.066909,-105.200425,7/6/2020,THEFT FEL
BCSO200718-025291,7/18/2020,THEFTS-Theft,40.060147,-105.416362,7/13/2020,THEFT FEL
BCSO200722-025851,7/22/2020,AUTHES-Auto Theft,40.032518,-105.178536,7/22/2020,THEFT FEL
BCSO200722-025872,7/22/2020,THEFTS-Theft,40.019205,-105.131037,7/22/2020,THEFT FEL
BCSO200727-026569,7/27/2020,THEFTS-Theft,40.014624,-105.179103,7/27/2020,THEFT FEL
BCSO200727-026602,7/27/2020,BURGLS-Burglary,39.985434,-105.174155,7/27/2020,THEFT FEL
BCSO200803-027483,8/3/2020,THEFTS-Theft,40.068808,-105.198585,8/3/2020,THEFT FEL
BCSO200804-027689,8/4/2020,THEFTS-Theft,39.966485,-105.435999,8/4/2020,THEFT FEL
BCSO200806-027908,8/6/2020,THEFTS-Theft,40.080914,-105.348958,8/6/2020,THEFT FEL
BCSO200808-028211,8/8/2020,THEFTS-Theft,40.101678,-105.144612,8/8/2020,THEFT FEL
BCSO200810-028592,8/10/2020,THEFTS-Theft,40.014629,-105.178650,8/10/2020,THEFT FEL
SUPD200817-029527,8/17/2020,THEFTS-Theft,39.950410,-105.168031,8/17/2020,THEFT FEL
BCSO200830-031275,8/30/2020,THEFTS-Theft,40.050786,-105.220820,8/30/2020,THEFT FEL
SUPD200903-031840,9/3/2020,FRAUDS-Fraud,39.957627,-105.170155,9/3/2020,THEFT FEL
BCSO200908-032519,9/8/2020,THEFTS-Theft,40.236175,-105.287805,9/8/2020,THEFT FEL
BCSO200908-032551,9/8/2020,FOLLOS-Follow-Up,40.023906,-105.224004,9/8/2020,THEFT FEL
BCSO200909-032661,9/9/2020,AUTHES-Auto Theft,40.064235,-105.282185,9/9/2020,THEFT FEL
BCSO200912-032979,9/12/2020,AUTHES-Auto Theft,40.102951,-105.265769,9/12/2020,THEFT FEL
BCSO200916-033586,9/16/2020,THEFTS-Theft,40.233414,-105.159636,9/16/2020,THEFT FEL
BCSO200918-033803,9/18/2020,THEFTS-Theft,40.080758,-105.474874,9/18/2020,THEFT FEL
BCSO200920-034107,9/20/2020,THEFTS-Theft,40.101619,-105.165387,9/20/2020,THEFT FEL
SUPD200924-034684,9/24/2020,THEFTS-Theft,39.949030,-105.164443,9/24/2020,THEFT FEL
BCSO200926-035017,9/26/2020,THEFTS-Theft,40.040122,-105.131589,9/26/2020,THEFT FEL
BCSO200927-035059,9/27/2020,THEFTS-Theft,40.061403,-105.194174,9/27/2020,THEFT FEL
BCSO200928-035136,9/28/2020,THEFTS-Theft,39.986264,-105.202883,9/28/2020,THEFT FEL
BCSO201002-035699,10/2/2020,THEFTS-Theft,40.071684,-105.190851,10/2/2020,THEFT FEL
SUPD201003-035741,10/3/2020,THEFTS-Theft,39.953066,-105.170638,10/3/2020,THEFT FEL
SUPD201005-036002,10/5/2020,FOLLOS-Follow-Up,39.930907,-105.162335,9/28/2020,THEFT FEL
BCSO201005-036011,10/5/2020,FOLLOS-Follow-Up,39.921942,-105.379134,10/5/2020,THEFT FEL
SUPD201005-036088,10/5/2020,THEFTS-Theft,39.955945,-105.165684,10/5/2020,THEFT FEL
SUPD201005-036100,10/5/2020,ASSISS-Assist,39.957628,-105.170238,10/5/2020,THEFT FEL
BCSO201006-036150,10/6/2020,THEFTS-Theft,40.042675,-105.211666,10/5/2020,THEFT FEL
BCSO201020-038020,10/20/2020,FRAUDS-Fraud,40.063655,-105.279535,10/20/2020,THEFT FEL
BCSO201022-038243,10/22/2020,BURGLS-Burglary,40.060856,-105.208616,10/22/2020,THEFT FEL
BCSO201029-038977,10/29/2020,FRAUDS-Fraud,40.149757,-105.146921,10/29/2020,THEFT FEL
